Gene_stable_ID	Gene_name	Gene_description
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	bromodomain protein%2C putative
PRELSG_11_v1	""	centrosomal protein CEP76%2C putative
PRELSG_13_v1	""	Plasmodium exported protein%2C unknown function
PRELSG_13_v1	""	splicing factor 3B subunit 4%2C putative
PRELSG_14_v1	""	peptidase family C50%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	merozoite surface protein 4%2C putative
PRELSG_00_v1_archived_contig_58	""	hypothetical protein
PRELSG_14_v1	""	mitochondrial ribosomal protein S5 precursor%2C putative
PRELSG_12_v1	""	zinc finger protein%2C putative
PRELSG_12_v1	""	mitochondrial ribosomal protein S14 precursor%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	protein kinase%2C putative
PRELSG_07_v1	""	signal peptidase complex subunit 3%2C putative
PRELSG_99_v2_archived_contig_18	""	reticulocyte binding protein%2C putative
PRELSG_00_v1_archived_contig_58	""	hypothetical protein
PRELSG_AP_v1	""	elongation factor Tu%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	zinc finger protein%2C putative
PRELSG_09_v1	""	CCR4-NOT transcription complex subunit 1%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	Nase -like protein%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	acyl-CoA-binding protein%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	inner membrane complex protein 1a%2C putative
PRELSG_14_v1	""	histone-arginine methyltransferase CARM1%2C putative
PRELSG_12_v1	""	tRNA Methionine
PRELSG_04_v1	""	merozoite surface protein 5%2C putative
PRELSG_07_v1	""	major facilitator superfamily-related transporter%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_438	""	reticulocyte binding protein%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	major facilitator superfamily-related transporter%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	signal peptidase complex subunit SPC1%2C putative
PRELSG_13_v1	""	ribonucleoside-diphosphate reductase large subunit%2C putative
PRELSG_10_v1	""	transmembrane emp24 domain-containing protein%2C putative
PRELSG_13_v1	""	queuine tRNA-ribosyltransferase%2C putative
PRELSG_03_v1	""	replication protein A1%2C large subunit%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	tetratricopeptide repeat protein%2C putative
PRELSG_12_v1	""	myosin A%2C putative
PRELSG_08_v1	""	FA-dependent glycerol-3-phosphate dehydrogenase%2C putative
PRELSG_06_v1	""	enhancer of rudimentary homolog%2C putative
PRELSG_09_v1	""	conserved protein%2C unknown function
PRELSG_10_v1	""	UP-N-acetylglucosamine transporter%2C putative
PRELSG_01_v1	""	NA repair and recombination protein RA54%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_95	""	hypothetical protein
PRELSG_04_v1	""	2C-methyl--erythritol 2%2C4-cyclodiphosphate synthase%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	RNG zinc finger protein%2C putative
PRELSG_04_v1	""	SRR1-like protein
PRELSG_13_v1	""	zinc finger protein%2C putative
PRELSG_06_v1	""	phosphatidylinositol N-acetylglucosaminyltransferase subunit A%2C putative
PRELSG_07_v1	""	protein kish%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_254	""	reticulocyte binding protein%2C putative
PRELSG_09_v1	""	autophagy-related protein 23%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_99_v2_archived_contig_6	""	reticulocyte binding protein%2C putative
PRELSG_14_v1	""	ATP-dependent RNA helicase BP9%2C putative
PRELSG_00_v1_archived_contig_198	""	elongation factor 1-alpha%2C putative
PRELSG_13_v1	""	60S ribosomal protein L14%2C putative
PRELSG_09_v1	""	RNA-binding protein%2C putative
PRELSG_09_v1	""	histone-lysine N-methyltransferase SET7%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	porphobilinogen deaminase%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	10 ka chaperonin%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	perforin-like protein 4%2C putative
PRELSG_13_v1	""	LCCL domain-containing protein%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	palmitoyltransferase HHC1%2C putative
PRELSG_08_v1	""	NA repair protein RA23%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	zinc finger protein%2C putative
PRELSG_13_v1	""	rhodanese like protein%2C putative
PRELSG_03_v1	""	zinc finger protein%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	hypothetical protein
PRELSG_07_v1	""	procollagen lysine 5-dioxygenase%2C putative
PRELSG_99_v2_archived_contig_8	""	fam-f protein%2C pseudogene
PRELSG_11_v1	""	mitochondrial import inner membrane translocase subunit TM23%2C putative
PRELSG_00_v1_archived_contig_316	""	surface-associated interspersed protein (SURFN)%2C pseudogene
PRELSG_14_v1	""	peptidyl-prolyl cis-trans isomerase%2C putative
PRELSG_01_v1	""	NA replication licensing factor MCM7%2C putative
PRELSG_01_v1	""	proteasome subunit alpha type-6%2C putative
PRELSG_14_v1	""	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	CPSF (cleavage and polyadenylation specific factor)%2C subunit A%2C putative
PRELSG_00_v1_archived_contig_9	""	surface-associated interspersed protein (SURFN)
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	hypothetical protein
PRELSG_09_v1	""	oocyst rupture protein 1%2C putative
PRELSG_10_v1	""	W repeat-containing protein 55%2C putative
PRELSG_14_v1	""	GTP-binding translation elongation factor tu family protein%2C putative
PRELSG_00_v1_archived_contig_354	""	hypothetical protein
PRELSG_01_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	Plasmodium exported protein%2C unknown function
PRELSG_08_v1	""	E3 ubiquitin-protein ligase%2C putative
PRELSG_12_v1	""	stromal-processing peptidase%2C putative
PRELSG_04_v1	""	ATP-dependent RNA helicase UAP56%2C putative
PRELSG_07_v1	""	ribosomal protein L35%2C apicoplast%2C putative
PRELSG_09_v1	""	pre-mRNA-splicing factor 38A%2C putative
PRELSG_10_v1	""	ribose-5-phosphate isomerase%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	protein-S-isoprenylcysteine O-methyltransferase%2C putative
PRELSG_04_v1	""	tyrosine kinase-like protein%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_438	""	gamete antigen 27/25%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	endonuclease/exonuclease/phosphatase family protein%2C putative
PRELSG_05_v1	""	trafficking protein particle complex subunit 3%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	signal peptide peptidase%2C putative
PRELSG_07_v1	""	apicoplast ribosomal protein S6%2C putative
PRELSG_12_v1	""	protein transport protein SEC61 subunit alpha%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	Rab GTPase activator and protein kinase%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	tRNA pseudouridine synthase %2C putative
PRELSG_00_v1_archived_contig_95	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	tRNA methyltransferase%2C putative
PRELSG_12_v1	""	transcription factor b subunit%2C putative
PRELSG_02_v1	""	40S ribosomal protein S5%2C putative
PRELSG_08_v1	""	heat shock protein 60%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_209	""	Plasmodium exported protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	ABC transporter B family member 3%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	cation-transporting ATPase 1%2C putative
PRELSG_12_v1	""	iron sulfur cluster assembly protein%2C putative
PRELSG_11_v1	""	cell division cycle protein 48 homologue%2C putative
PRELSG_02_v1	""	adenylate kinase-like protein 1
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	trafficking protein particle complex subunit 2%2C putative
PRELSG_10_v1	""	naJ protein%2C putative
PRELSG_00_v1_archived_contig_46	""	fam-e protein
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	RNA lariat debranching enzyme%2C putative
PRELSG_04_v1	""	formate-nitrite transporter%2C putative
PRELSG_12_v1	""	enkurin domain-containing protein%2C putative
PRELSG_13_v1	""	serine/threonine protein phosphatase%2C putative
PRELSG_12_v1	""	EA/EAH box helicase%2C putative
PRELSG_12_v1	""	splicing factor U2AF large subunit%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	calcyclin binding protein%2C putative
PRELSG_07_v1	""	small nuclear ribonucleoprotein Sm 3%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	SET domain protein%2C putative
PRELSG_09_v1	""	P-loop containing nucleoside triphosphate hydrolase%2C putative
PRELSG_09_v1	""	serine esterase%2C putative
PRELSG_07_v1	""	high molecular weight rhoptry protein 3%2C putative
PRELSG_12_v1	""	intron-binding protein aquarius%2C putative
PRELSG_07_v1	""	regulator of chromosome condensation%2C putative
PRELSG_10_v1	""	FoP domain-containing protein%2C putative
PRELSG_00_v1_archived_contig_359	""	fam-h protein
PRELSG_08_v1	""	NA polymerase delta small subunit%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	transcription elongation factor SPT5%2C putative
PRELSG_14_v1	""	kinesin%2C putative
PRELSG_10_v1	""	longevity-assurance (LAG1) protein%2C putative
PRELSG_00_v1_archived_contig_430	""	PR-like protein
PRELSG_09_v1	""	hypothetical protein
PRELSG_01_v1	""	ribonucleases P/MRP protein subunit POP1%2C putative
PRELSG_05_v1	""	ubiquitin%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_05_v1	""	alpha/beta hydrolase%2C putative
PRELSG_01_v1	""	inositol-phosphate phosphatase%2C putative
PRELSG_12_v1	""	Sad1/UNC domain-containing protein%2C putative
PRELSG_12_v1	""	ER lumen protein retaining receptor 1%2C putative
PRELSG_14_v1	""	ubiquitin-like protein%2C putative
PRELSG_13_v1	""	small nucleolar RNA snoR28
PRELSG_10_v1	""	translationally-controlled tumor protein homolog%2C putative
PRELSG_10_v1	""	transporter%2C putative
PRELSG_08_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	acyl-CoA synthetase%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	membrane magnesium transporter%2C putative
PRELSG_12_v1	""	syntaxin%2C Qa-SNARE family%2C putative
PRELSG_07_v1	""	vacuolar protein sorting-associated protein 46%2C putative
PRELSG_10_v1	""	ATP-dependent RNA helicase X1%2C putative
PRELSG_06_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_14_v1	""	ER membrane protein complex subunit 6%2C putative
PRELSG_08_v1	""	prohibitin%2C putative
PRELSG_08_v1	""	pre-mRNA-splicing factor PRP46%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_199	""	cytoadherence linked asexual protein%2C putative
PRELSG_02_v1	""	pre-mRNA-splicing factor CWC15%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	Myb1-related transcription factor%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	ubiquitin-conjugating enzyme E2%2C putative
PRELSG_12_v1	""	NA(P) transhydrogenase%2C putative
PRELSG_11_v1	""	60S ribosomal protein L39%2C putative
PRELSG_09_v1	""	ubiquitin-like protein%2C putative
PRELSG_14_v1	""	tryptophan--tRNA ligase%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	purine nucleoside phosphorylase%2C putative
PRELSG_13_v1	""	mitochondrial phosphate carrier protein%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_10_v1	""	topoisomerase %2C putative
PRELSG_11_v1	""	exonuclease%2C putative
PRELSG_07_v1	""	cytochrome c oxidase subunit 5B%2C putative
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	ribonuclease%2C putative
PRELSG_00_v1_archived_contig_114	""	fam-h protein
PRELSG_03_v1	""	protein transport protein Sec24B%2C putative
PRELSG_11_v1	""	5'-AMP-activated protein kinase subunit beta%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	small nucleolar RNA snoR20
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	suppressor of kinetochore protein 1%2C putative
PRELSG_00_v1_archived_contig_432	""	hypothetical protein
PRELSG_09_v1	""	calcium-dependent protein kinase 6%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_99_v2_archived_contig_5	""	surface-associated interspersed protein (SURFN)
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved protein%2C unknown function
PRELSG_11_v1	""	ferrochelatase%2C putative
PRELSG_03_v1	""	kinesin-19%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	geranylgeranyl transferase type-2 subunit alpha%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	AP2 domain transcription factor%2C putative
PRELSG_12_v1	""	conserved protein%2C unknown function
PRELSG_03_v1	""	phosphopantothenate--cysteine ligase%2C putative
PRELSG_11_v1	""	RNA-binding protein%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	histone H2A.Z%2C putative
PRELSG_09_v1	""	heat shock protein J2%2C putative
PRELSG_06_v1	""	ATP-dependent RNA helicase ROK1%2C putative
PRELSG_04_v1	""	hypothetical protein
PRELSG_13_v1	""	prolyl 4-hydroxylase subunit alpha%2C putative
PRELSG_11_v1	""	AP2 domain transcription factor%2C putative
PRELSG_00_v1_archived_contig_392	""	hypothetical protein
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	aspartate aminotransferase%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	inner membrane complex protein%2C putative
PRELSG_13_v1	""	thioredoxin-like protein%2C putative
PRELSG_14_v1	""	debranching enzyme-associated ribonuclease%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	ubiquitin carboxyl-terminal hydrolase%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	nucleic acid binding protein%2C putative
PRELSG_14_v1	""	zinc finger (CCCH type) protein%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	50S ribosomal protein L3%2C mitochondrial%2C putative
PRELSG_11_v1	""	calpain%2C putative
PRELSG_14_v1	""	conserved protein%2C unknown function
PRELSG_06_v1	""	exported protein 3%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	high molecular weight rhoptry protein 2%2C putative
PRELSG_08_v1	""	tRNA soleucine
PRELSG_14_v1	""	ATP-dependent RNA helicase BP1%2C putative
PRELSG_14_v1	""	C-Myc-binding protein%2C putative
PRELSG_13_v1	""	naJ protein%2C putative
PRELSG_07_v1	""	elongation factor Tu%2C putative
PRELSG_00_v1_archived_contig_453	""	fam-h protein
PRELSG_12_v1	""	alpha/beta-hydrolase%2C putative
PRELSG_00_v1_archived_contig_2	""	28S ribosomal RNA
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	protein phosphatase PPM4%2C putative
PRELSG_01_v1	""	peptidyl-prolyl cis-trans isomerase%2C putative
PRELSG_08_v1	""	ankyrin-repeat protein%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_244	""	protein US3%2C putative
PRELSG_11_v1	""	nucleoside diphosphate kinase%2C putative
